id,original_text,masked_text
train_000084,والله والله والله وكمان الي بلش في الشكله جمهوور ذات,والله والله والله وكمان الي بلش في الشكله جمهوور ذات
train_000085,القرار البلجيكي قرار ديموقراطي من برلمان احدى اكثر الدول دعما للقضية العربية في العالم,القرار البلجيكي قرار ديموقراطي من برلمان احدى اكثر الدول دعما للقضية العربية في العالم
train_000086,اللي قاهرني مواقع التفحيط معدوده ومعلومه عندكم وفيها مصايب مافيها لاكاميرا,اللي قاهرني مواقع التفحيط معدوده ومعلومه عندكم وفيها مصايب مافيها لاكاميرا
train_000087,إصحوا يا عالم و يا ناس على الهدر الغير مبرر للفلوس . . . و يا ريت إنه السجائر يأتي لكم بصحة جيدة . . . يظهر الشاب و أسنانه صفراء مقرفة و رائحته مقززة و لونه أسود ( فوق ما إحنا سمر ! ! ) و بعد عشرين سنة نضع له الشبكات في القلب . . . مش حرام عليكم ؟,إصحوا يا عالم و يا ناس على الهدر الغير مبرر للفلوس . . . و يا ريت إنه السجائر يأتي لكم بصحة جيدة . . . يظهر الشاب و أسنانه صفراء مقرفة و رائحته مقززة و لونه أسود ( فوق ما إحنا سمر ! ! ) و بعد [NUM_1] سنة نضع له الشبكات في القلب . . . مش حرام عليكم ؟
train_000088,الفتونة ادب مش هز كتاف على رأى الرائد اللمبى عندما يوكن الفتوة خايف من الشعب فيستعمل القوة المفرطة لقتل حركة تحرير مصر من الفساد قد ينجح بعض الوقت فى تقييد الحركة لكنة سيخلق تعاطف الشعب مع المعارضة ويوما ما سينفجر الجميع فى وجة الواطى واعوانة ومش هينعة لا حبيب ولا الغالى ابن,الفتونة ادب مش هز كتاف على رأى الرائد [PERSON_1] عندما يوكن الفتوة خايف من الشعب فيستعمل القوة المفرطة لقتل حركة تحرير [LOC_1] من الفساد قد ينجح بعض الوقت فى تقييد الحركة لكنة سيخلق تعاطف الشعب مع المعارضة ويوما ما سينفجر الجميع فى وجة الواطى واعوانة ومش هينعة لا حبيب ولا الغالى ابن
train_000089,الله راح يمهل لكنه سبحانه,الله راح يمهل لكنه سبحانه
train_000090,( تأبى الرماح إذا جتمعن تكسراً @ وإذا فترقن تكسرت أحادا,( تأبى الرماح إذا جتمعن تكسراً @ وإذا فترقن تكسرت أحادا
train_000091,ابي اتوظف ما تعرفون واسطه,ابي اتوظف ما تعرفون واسطه
train_000092,بس بصراحه تستاهلون لان الساكت عن الحق شيطان,بس بصراحه تستاهلون لان الساكت عن الحق شيطان
train_000093,يعني احنا شو بدنا بفندق للسياح ذوي الدخول العالية ؟ نفهم من هيك انه هذا الفندق مش لاهل هاي البلد ؟ ماهو 90 % من اهل البلد مش من ذوي الدخول العالية وعدد السواح مقارنة مع عدد السواح غير البلدان المحيطة يعتبر متدني فالسؤال المطروح لمين معمول هذا المشروع ؟ للعشرة بالمية ؟ عن جد ياهيك التخطيط السليم يا ام,يعني احنا شو بدنا بفندق للسياح ذوي الدخول العالية ؟ نفهم من هيك انه هذا الفندق مش لاهل هاي البلد ؟ ماهو [NUM_1] % من اهل البلد مش من ذوي الدخول العالية وعدد السواح مقارنة مع عدد السواح غير البلدان المحيطة يعتبر متدني فالسؤال المطروح لمين معمول هذا المشروع ؟ ل[NUM_2] بالمية ؟ عن جد ياهيك التخطيط السليم يا ام
train_000094,نقل نوعية في اثراء المكتبات,نقل نوعية في اثراء المكتبات
train_000095,انا لله وانا اليه راجعون هيك,انا لله وانا اليه راجعون هيك
train_000096,ه يالله علشان تنسون ام صلال وتتذكرون العالمي,ه يالله علشان تنسون [ORG_1] وتتذكرون [ORG_2]
train_000097,. . هل هذا مبرر للإستهتار بحرمات الله وأعراض الناس . .,. . هل هذا مبرر للإستهتار بحرمات الله وأعراض الناس . .
train_000098,صباح الخير للجميع والله ماكذبت في عجوز راحت للدختور وقالها لازم تاكلين ثلاث سندوتشات بس بكل وجبة ولمن راحت البيت سالت ولدها قالت له,صباح الخير للجميع والله ماكذبت في عجوز راحت للدختور وقالها لازم تاكلين ثلاث سندوتشات بس بكل وجبة ولمن راحت البيت سالت ولدها قالت له
train_000099,طبعآ دي أقل حاجة ممكن تحصل لأي واحد في مكانه إن ربنا يذله بالمرض ويخلي الناس تشوف أخرته السودا وعقبال الباقيين يارب,طبعآ دي أقل حاجة ممكن تحصل لأي واحد في مكانه إن ربنا يذله بالمرض ويخلي الناس تشوف أخرته السودا وعقبال الباقيين يارب
train_000100,و اللي نِفسه في وزارة ، يحجز مِن,و اللي نِفسه في وزارة ، يحجز مِن
train_000101,ومازال هناك مغفلين فى مصر يدافعون عن ثوره البكباشيه وخصوصا من يسمون انفسهم,ومازال هناك مغفلين فى [LOC_1] يدافعون عن ثوره البكباشيه وخصوصا من يسمون انفسهم
train_000102,شوف وش قال فى جريدةالكويت وتفهمو ويش,شوف وش قال فى [ORG_1] وتفهمو ويش
train_000103,شكرا الجزيره لكن صدقوني مش بمزاجكم رح تبثو اصلا من قوانين الفيفا ان الافتتاح والنهائي ودور الاربعه ييث على المفتوح اضافه لبعض المباريات يحددها الفيفا او,شكرا [ORG_1] لكن صدقوني مش بمزاجكم رح تبثو اصلا من قوانين [ORG_2] ان الافتتاح والنهائي ودور الاربعه ييث على المفتوح اضافه لبعض المباريات يحددها [ORG_2] او
train_000104,لجنة الانضباط والله انكم تستحقون الاحترام لعدم خنوعكم لهذا الفريق المحلي مثل غيركم من,لجنة الانضباط والله انكم تستحقون الاحترام لعدم خنوعكم لهذا الفريق المحلي مثل غيركم من
train_000105,الطريف فيب الامر أنه لو تمت الملاحقه في الشارع و قامت البنت بأخذ رقم لوحة السياره و الإبلاغ فأن السلطات لاتقبض على المعاكس في الحال إلا أن يتقدم شخص ألى المركز ببلاغ,الطريف فيب الامر أنه لو تمت الملاحقه في الشارع و قامت البنت بأخذ رقم لوحة السياره و الإبلاغ فأن السلطات لاتقبض على المعاكس في الحال إلا أن يتقدم شخص ألى المركز ببلاغ
